FeatureCode,DateCode,Measurement,Units,Value,Waste Management,Waste Category
S12000018,2018,Count,Tonnes,0,Landfilled,Glass wastes
S12000026,2018,Count,Tonnes,52491,Waste Generated,Total Waste
S12000018,2018,Count,Tonnes,0,Recycled (pre 2014 method),Discarded vehicles
S12000017,2018,Count,Tonnes,3666,Waste Generated,Wood wastes
S12000039,2018,Count,Tonnes,125,Recycled (pre 2014 method),"Metallic wastes, ferrous"
S12000018,2018,Count,Tonnes,436,Recycled (pre 2014 method),"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000039,2018,Count,Tonnes,0,Recycled (pre 2014 method),Chemical wastes
S12000050,2018,Count,Tonnes,5,Landfilled,Glass wastes
S12000039,2018,Count,Tonnes,0,Other Diversion,Paper and cardboard wastes
S12000017,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),Used oils
S12000039,2018,Count,Tonnes,167,Waste Generated,Paper and cardboard wastes
S12000034,2018,Count,Tonnes,0,Landfilled,Vegetal wastes
S12000026,2018,Count,Tonnes,0,Landfilled,"Metallic wastes, non-ferrous"
S12000036,2018,Count,Tonnes,1738,Waste Generated,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000036,2018,Count,Tonnes,6,Waste Generated,Batteries and accumulators wastes
S12000036,2018,Count,Tonnes,0,Landfilled,Paper and cardboard wastes
S12000050,2018,Count,Tonnes,146175,Waste Generated,Total Waste
S12000017,2018,Count,Tonnes,7639,Recycled,Mineral waste from construction and demolition
S12000039,2018,Count,Tonnes,0,Recycled,Chemical wastes
S12000050,2018,Count,Tonnes,8162,Recycled (pre 2014 method),Glass wastes
S12000026,2018,Count,Tonnes,11,Waste Generated,Used oils
S12000039,2018,Count,Tonnes,0,Other Diversion,Glass wastes
S12000039,2018,Count,Tonnes,0,Landfilled,Paper and cardboard wastes
S12000042,2018,Count,Tonnes,0,Recycled (pre 2014 method),Discarded vehicles
S12000036,2018,Count,Tonnes,15864,Recycled (pre 2014 method),Paper and cardboard wastes
S12000036,2018,Count,Tonnes,433,Recycled (pre 2014 method),"Metallic wastes, ferrous"
S12000036,2018,Count,Tonnes,0,Recycled,Mixed and undifferentiated materials
S12000042,2018,Count,Tonnes,465,Recycled (pre 2014 method),Soils
S12000018,2018,Count,Tonnes,0,Other Diversion,Plastic wastes
S12000034,2018,Count,Tonnes,1735,Recycled,Plastic wastes
S12000042,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),Vegetal wastes
S12000018,2018,Count,Tonnes,594,Recycled (pre 2014 method),Plastic wastes
S12000039,2018,Count,Tonnes,0,Other Diversion,Batteries and accumulators wastes
S12000042,2018,Count,Tonnes,2,Waste Generated,Chemical wastes
S12000033,2018,Count,Tonnes,26,Recycled,Batteries and accumulators wastes
S12000036,2018,Count,Tonnes,0,Other Diversion,Rubber wastes
S12000050,2018,Count,Tonnes,1023,Waste Generated,Glass wastes
S12000026,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),"Metallic wastes, non-ferrous"
S12000033,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),Batteries and accumulators wastes
S12000039,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),Paper and cardboard wastes
S12000039,2018,Count,Tonnes,0,Other Diversion,Plastic wastes
S12000026,2018,Count,Tonnes,0,Other Diversion,Animal and mixed food waste
S12000036,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),Rubber wastes
S12000036,2018,Ratio,Percentage,9,Other Diversion (pre 2014 method),Total Waste
S12000039,2018,Count,Tonnes,19624,Landfilled,Total Waste
S12000034,2018,Count,Tonnes,0,Recycled (pre 2014 method),Discarded vehicles
S12000050,2018,Count,Tonnes,0,Other Diversion,Paper and cardboard wastes
S12000050,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),Textile wastes
S12000039,2018,Count,Tonnes,745,Recycled,Glass wastes
S12000042,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),Plastic wastes
S12000039,2018,Count,Tonnes,41867,Waste Generated,Total Waste
S12000050,2018,Count,Tonnes,400,Recycled (pre 2014 method),Textile wastes
S12000018,2018,Count,Tonnes,0,Recycled (pre 2014 method),Health care and biological wastes
S12000039,2018,Count,Tonnes,217,Other Diversion,Mixed and undifferentiated materials
S12000026,2018,Count,Tonnes,32,Landfilled,Animal and mixed food waste
S12000026,2018,Count,Tonnes,0,Recycled (pre 2014 method),Household and similar wastes
S12000050,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),Wood wastes
S12000036,2018,Count,Tonnes,0,Other Diversion,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000027,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),Used oils
S12000026,2018,Count,Tonnes,1047,Recycled,Animal and mixed food waste
S12000039,2018,Count,Tonnes,0,Recycled (pre 2014 method),Discarded vehicles
S12000026,2018,Count,Tonnes,1019,Recycled,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000039,2018,Count,Tonnes,0,Other Diversion,"Metallic wastes, non-ferrous"
S12000029,2018,Count,Tonnes,2,Waste Generated,Chemical wastes
S12000034,2018,Count,Tonnes,2332,Waste Generated,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000050,2018,Count,Tonnes,0,Landfilled,Wood wastes
S12000036,2018,Count,Tonnes,0,Landfilled,"Metallic wastes, mixed ferrous and non-ferrous"
S12000039,2018,Count,Tonnes,0,Recycled,Batteries and accumulators wastes
S12000036,2018,Count,Tonnes,551,Recycled,Textile wastes
S12000036,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),Plastic wastes
S12000039,2018,Count,Tonnes,0,Recycled,Mixed and undifferentiated materials
S12000017,2018,Count,Tonnes,0,Waste Generated,"Metallic wastes, ferrous"
S12000042,2018,Count,Tonnes,0,Waste Generated,Plastic wastes
S12000034,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),Chemical wastes
S12000035,2018,Count,Tonnes,0,Waste Generated,Discarded vehicles
S12000036,2018,Count,Tonnes,0,Recycled (pre 2014 method),Used oils
S12000027,2018,Count,Tonnes,0,Landfilled,Used oils
S12000039,2018,Count,Tonnes,0,Other Diversion,Chemical wastes
S12000050,2018,Count,Tonnes,4197,Recycled (pre 2014 method),Plastic wastes
S12000042,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),Rubber wastes
S12000039,2018,Count,Tonnes,0,Recycled (pre 2014 method),Health care and biological wastes
S12000039,2018,Count,Tonnes,0,Landfilled,Chemical wastes
S12000026,2018,Count,Tonnes,3843,Recycled (pre 2014 method),Vegetal wastes
S12000039,2018,Ratio,Percentage,10,Other Diversion,Total Waste
S12000039,2018,Count,Tonnes,0,Waste Generated,Chemical wastes
S12000050,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000036,2018,Count,Tonnes,0,Landfilled,Animal and mixed food waste
S12000027,2018,Count,Tonnes,0,Other Diversion,Textile wastes
S12000039,2018,Count,Tonnes,0,Other Diversion,Wood wastes
S12000018,2018,Count,Tonnes,554,Recycled (pre 2014 method),"Metallic wastes, mixed ferrous and non-ferrous"
S12000026,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),Soils
S12000026,2018,Count,Tonnes,525,Other Diversion,Vegetal wastes
S12000039,2018,Count,Tonnes,0,Landfilled,Batteries and accumulators wastes
S12000036,2018,Ratio,Percentage,39,Recycled,Total Waste
S12000050,2018,Count,Tonnes,2229,Waste Generated,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000039,2018,Count,Tonnes,0,Recycled,Combustion wastes
S12000017,2018,Count,Tonnes,0,Other Diversion,"Metallic wastes, ferrous"
S12000039,2018,Count,Tonnes,4803,Waste Generated,Mixed and undifferentiated materials
S12000042,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),Health care and biological wastes
S12000034,2018,Count,Tonnes,0,Landfilled,Wood wastes
S12000050,2018,Count,Tonnes,0,Waste Generated,Plastic wastes
S12000017,2018,Count,Tonnes,14590,Waste Generated,Mixed and undifferentiated materials
S12000050,2018,Count,Tonnes,0,Landfilled,"Metallic wastes, mixed ferrous and non-ferrous"
S12000033,2018,Count,Tonnes,880,Other Diversion,"Metallic wastes, mixed ferrous and non-ferrous"
S12000050,2018,Count,Tonnes,0,Other Diversion,Plastic wastes
S12000039,2018,Count,Tonnes,0,Waste Generated,Combustion wastes
S12000017,2018,Count,Tonnes,12163,Recycled (pre 2014 method),Paper and cardboard wastes
S12000039,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),Chemical wastes
S12000039,2018,Count,Tonnes,0,Waste Generated,Health care and biological wastes
S12000033,2018,Count,Tonnes,0,Other Diversion,Batteries and accumulators wastes
S12000039,2018,Count,Tonnes,0,Other Diversion,"Metallic wastes, ferrous"
S12000039,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),"Metallic wastes, ferrous"
S12000027,2018,Count,Tonnes,0,Recycled (pre 2014 method),Wood wastes
S12000042,2018,Count,Tonnes,0,Landfilled,Chemical wastes
S12000039,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),"Metallic wastes, non-ferrous"
S12000026,2018,Count,Tonnes,30588,Waste Generated,Household and similar wastes
S12000036,2018,Count,Tonnes,3212,Other Diversion,Combustion wastes
S12000033,2018,Count,Tonnes,26,Waste Generated,Batteries and accumulators wastes
S12000026,2018,Count,Tonnes,0,Waste Generated,Plastic wastes
S12000033,2018,Count,Tonnes,26,Recycled (pre 2014 method),Batteries and accumulators wastes
S12000042,2018,Count,Tonnes,258,Other Diversion,Vegetal wastes
S12000026,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),Plastic wastes
S12000050,2018,Count,Tonnes,62326,Landfilled,Total Waste
S12000036,2018,Count,Tonnes,433,Recycled,"Metallic wastes, ferrous"
S12000036,2018,Count,Tonnes,17678,Other Diversion (pre 2014 method),Total Waste
S12000018,2018,Count,Tonnes,1007,Recycled,Soils
S12000017,2018,Count,Tonnes,30,Recycled (pre 2014 method),Used oils
S12000026,2018,Count,Tonnes,200,Recycled (pre 2014 method),Textile wastes
S12000050,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),Glass wastes
S12000017,2018,Count,Tonnes,6211,Waste Generated,Glass wastes
S12000039,2018,Ratio,Percentage,47,Landfilled,Total Waste
S12000033,2018,Count,Tonnes,0,Recycled (pre 2014 method),Rubber wastes
S12000050,2018,Count,Tonnes,0,Recycled,Combustion wastes
S12000036,2018,Count,Tonnes,0,Other Diversion,Health care and biological wastes
S12000017,2018,Count,Tonnes,6248,Recycled (pre 2014 method),Glass wastes
S12000039,2018,Count,Tonnes,56,Recycled,"Metallic wastes, non-ferrous"
S12000039,2018,Count,Tonnes,0,Recycled (pre 2014 method),Soils
S12000026,2018,Count,Tonnes,1017,Waste Generated,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000027,2018,Count,Tonnes,51,Waste Generated,Textile wastes
S12000039,2018,Count,Tonnes,4060,Recycled,Vegetal wastes
S12000039,2018,Count,Tonnes,2147,Recycled,Wood wastes
S12000018,2018,Count,Tonnes,0,Other Diversion,Used oils
S12000027,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),Mixed and undifferentiated materials
S12000033,2018,Count,Tonnes,0,Landfilled,Batteries and accumulators wastes
S12000042,2018,Count,Tonnes,0,Landfilled,Health care and biological wastes
S12000026,2018,Count,Tonnes,172,Waste Generated,Textile wastes
S12000035,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),Paper and cardboard wastes
S12000042,2018,Count,Tonnes,0,Other Diversion,Discarded vehicles
S12000029,2018,Count,Tonnes,0,Recycled,Household and similar wastes
S12000017,2018,Count,Tonnes,0,Landfilled,Glass wastes
S12000027,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),Wood wastes
S12000042,2018,Count,Tonnes,700,Recycled (pre 2014 method),Mixed and undifferentiated materials
S12000039,2018,Count,Tonnes,245,Other Diversion,Vegetal wastes
S12000026,2018,Count,Tonnes,1019,Recycled (pre 2014 method),"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000017,2018,Count,Tonnes,0,Landfilled,Mineral waste from construction and demolition
S12000039,2018,Count,Tonnes,18206,Recycled,Total Waste
S12000050,2018,Count,Tonnes,7449,Recycled (pre 2014 method),Wood wastes
S12000036,2018,Count,Tonnes,321,Recycled,"Metallic wastes, non-ferrous"
S12000039,2018,Count,Tonnes,0,Waste Generated,Discarded vehicles
S12000039,2018,Count,Tonnes,0,Waste Generated,"Metallic wastes, non-ferrous"
S12000036,2018,Count,Tonnes,0,Landfilled,Used oils
S12000042,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),Batteries and accumulators wastes
S12000029,2018,Count,Tonnes,2,Recycled,Chemical wastes
S12000050,2018,Ratio,Percentage,14,Other Diversion (pre 2014 method),Total Waste
S12000026,2018,Count,Tonnes,0,Other Diversion,Health care and biological wastes
S12000039,2018,Count,Tonnes,0,Other Diversion,Health care and biological wastes
S12000039,2018,Ratio,Percentage,43,Recycled,Total Waste
S12000026,2018,Count,Tonnes,0,Other Diversion,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000033,2018,Count,Tonnes,1644,Recycled (pre 2014 method),"Metallic wastes, mixed ferrous and non-ferrous"
S12000026,2018,Count,Tonnes,0,Recycled (pre 2014 method),Health care and biological wastes
S12000050,2018,Count,Tonnes,2315,Recycled (pre 2014 method),"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000039,2018,Count,Tonnes,0,Other Diversion,Rubber wastes
S12000036,2018,Count,Tonnes,100490,Landfilled,Household and similar wastes
S12000050,2018,Count,Tonnes,19950,Other Diversion (pre 2014 method),Total Waste
S12000017,2018,Count,Tonnes,54571,Recycled,Total Waste
S12000039,2018,Count,Tonnes,0,Landfilled,"Metallic wastes, non-ferrous"
S12000026,2018,Count,Tonnes,200,Recycled,Textile wastes
S12000050,2018,Count,Tonnes,4197,Recycled,Plastic wastes
S12000042,2018,Count,Tonnes,0,Waste Generated,Rubber wastes
S12000050,2018,Count,Tonnes,0,Landfilled,Plastic wastes
S12000050,2018,Count,Tonnes,0,Landfilled,Textile wastes
S12000036,2018,Count,Tonnes,10460,Waste Generated,Glass wastes
S12000050,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),Plastic wastes
S12000033,2018,Count,Tonnes,880,Other Diversion (pre 2014 method),"Metallic wastes, mixed ferrous and non-ferrous"
S12000034,2018,Count,Tonnes,0,Other Diversion,Chemical wastes
S12000026,2018,Count,Tonnes,0,Landfilled,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000026,2018,Count,Tonnes,0,Landfilled,Textile wastes
S12000034,2018,Count,Tonnes,0,Other Diversion,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000036,2018,Count,Tonnes,1328,Waste Generated,"Metallic wastes, mixed ferrous and non-ferrous"
S12000050,2018,Count,Tonnes,0,Waste Generated,Wood wastes
S12000017,2018,Ratio,Percentage,43,Recycled,Total Waste
S12000033,2018,Count,Tonnes,13,Landfilled,Mixed and undifferentiated materials
S12000023,2018,Ratio,Percentage,21,Recycled,Total Waste
S12000050,2018,Count,Tonnes,0,Recycled (pre 2014 method),Rubber wastes
S12000023,2018,Count,Tonnes,0,Other Diversion,Discarded vehicles
S12000023,2018,Count,Tonnes,0,Recycled (pre 2014 method),Discarded vehicles
S12000018,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),Health care and biological wastes
S12000028,2018,Count,Tonnes,0,Landfilled,"Metallic wastes, non-ferrous"
S12000040,2018,Count,Tonnes,0,Other Diversion,Wood wastes
S12000034,2018,Count,Tonnes,64,Recycled (pre 2014 method),Batteries and accumulators wastes
S12000033,2018,Count,Tonnes,0,Landfilled,Mineral waste from construction and demolition
S12000023,2018,Count,Tonnes,0,Other Diversion,Health care and biological wastes
S12000036,2018,Count,Tonnes,321,Recycled (pre 2014 method),"Metallic wastes, non-ferrous"
S12000040,2018,Count,Tonnes,0,Landfilled,Wood wastes
S12000040,2018,Count,Tonnes,0,Other Diversion,Chemical wastes
S12000017,2018,Count,Tonnes,72180,Waste Generated,Household and similar wastes
S12000040,2018,Count,Tonnes,7730,Other Diversion,Total Waste
S12000038,2018,Count,Tonnes,0,Other Diversion,Paper and cardboard wastes
S12000023,2018,Count,Tonnes,2153,Recycled,Total Waste
S12000040,2018,Count,Tonnes,0,Waste Generated,Rubber wastes
S12000028,2018,Count,Tonnes,190,Other Diversion (pre 2014 method),Combustion wastes
S12000040,2018,Ratio,Percentage,10,Other Diversion,Total Waste
S12000038,2018,Count,Tonnes,0,Landfilled,Used oils
S12000028,2018,Count,Tonnes,23,Recycled (pre 2014 method),Mixed and undifferentiated materials
S12000038,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),"Metallic wastes, ferrous"
S12000023,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),Health care and biological wastes
S12000023,2018,Count,Tonnes,0,Landfilled,Mixed and undifferentiated materials
S12000050,2018,Count,Tonnes,25,Waste Generated,Batteries and accumulators wastes
S12000033,2018,Count,Tonnes,0,Other Diversion,Textile wastes
S12000040,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),Used oils
S12000040,2018,Count,Tonnes,48340,Recycled (pre 2014 method),Total Waste
S12000033,2018,Count,Tonnes,133,Recycled (pre 2014 method),Household and similar wastes
S12000038,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),Mineral waste from construction and demolition
S12000033,2018,Count,Tonnes,290,Waste Generated,Textile wastes
S12000017,2018,Count,Tonnes,127880,Waste Generated,Total Waste
S12000023,2018,Count,Tonnes,0,Waste Generated,Mixed and undifferentiated materials
S12000040,2018,Count,Tonnes,7730,Other Diversion (pre 2014 method),Total Waste
S12000023,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),Discarded vehicles
S12000050,2018,Count,Tonnes,90,Other Diversion (pre 2014 method),"Metallic wastes, mixed ferrous and non-ferrous"
S12000034,2018,Count,Tonnes,64,Recycled,Batteries and accumulators wastes
S12000050,2018,Count,Tonnes,2882,Other Diversion,Mixed and undifferentiated materials
S12000028,2018,Count,Tonnes,0,Other Diversion,"Metallic wastes, ferrous"
S12000018,2018,Count,Tonnes,1656,Recycled (pre 2014 method),Wood wastes
S12000050,2018,Count,Tonnes,498,Landfilled,Combustion wastes
S12000050,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),Batteries and accumulators wastes
S12000017,2018,Count,Tonnes,2338,Recycled,"Metallic wastes, mixed ferrous and non-ferrous"
S12000017,2018,Count,Tonnes,0,Other Diversion,Mineral waste from construction and demolition
